Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,hashtags,country,created_at
1390607751382974468,positive,0.547203004360199,2.4602701663970947,0.1137556508183479,"Good on you @MarisePayne. This is not just about our Pacific neighbours. Australia has a strong national interest in Pacific States being healthy, stable, sovereign and free. That’s why I admire your mission. https://t.co/sRlUl1tGYo",,Australia,Fri May 07 10:01:38 +0000 2021
1390608516889579521,neutral,0.7095016241073608,-0.04459860175848,0.5619506239891052,More lies.😳 https://t.co/2AdzN4zt2A,,Australia,Fri May 07 10:04:41 +0000 2021
1390611771786809344,negative,1.3801034688949585,0.1345170140266418,1.518330693244934,@EmessMac @myknittingwool @RandaltsRandal I am sure you did make the trip between London and Australia as kids. No doubt you didn't go at a time when  the world was  experiencing a pandemic. It is a cultural thing that happens when children are left with their Indian relatives while their parents remain working in Aust.,,Australia,Fri May 07 10:17:37 +0000 2021
1390612697402658820,negative,1.2798008918762207,0.5536400079727173,1.414839506149292,"@JohnRHewson Getting the flights is not the problem, it's bringing in Covid. It's been escaping from quarantine of late (in case you haven't seen the news). The Premiers asked Morrison for a two week break and to bring in half the numbers. It must be fun taking pot shots from the sidelines.",,Australia,Fri May 07 10:21:18 +0000 2021
1390613877516169217,positive,1.258094310760498,7.032065391540527,-1.9535000324249268,So awesome to see @asharmaiisc @SharmaaLab on the cover of @CellStemCell 🤩.. Loved the initiative of showcasing new PIs during the challenging times we are facing currently :).. The resilience power is inspiring to see for young researchers like me ✨ https://t.co/9pwZcZIiv3,,Australia,Fri May 07 10:25:59 +0000 2021
1390617756945457165,negative,0.2008986324071884,0.4927020370960235,1.541714787483215,"Don’t fuck with Mags 

⭐️ review on its way 

👇🏻 https://t.co/1jspzIWTyK",,Australia,Fri May 07 10:41:24 +0000 2021
1390621723230228484,negative,0.6578436493873596,0.0511207394301891,1.2000432014465332,Agreed! Cannot believe how many people wear their masks like that! https://t.co/ABeTJjldkY,,Australia,Fri May 07 10:57:09 +0000 2021
1390622286869262338,positive,1.3381311893463137,2.4488558769226074,-0.0480306968092918,@PhilGould15 @NZWarriors How good! Even more reason to drive up the M1 to see my beloved @storm and thank the @NZWarriors for their selflessness and sacrifice to ensure we have been able to have rugby league played during this pandemic. See you up there Gus,,Australia,Fri May 07 10:59:24 +0000 2021
1390613201205620738,positive,0.5126967430114746,1.555675745010376,0.5452420711517334,@Mareazles @drruthmitchell This is my fav thing from covid 😂 every time I see someone’s nose peeking out I nearly collapse with giggles,,Australia,Fri May 07 10:23:18 +0000 2021
1390621485451005953,neutral,2.0778884887695312,0.3488481640815735,0.6870490312576294,@ScottMorrisonMP @narendramodi Standing by? How about supporting the their proposed waiver on intellectual property protections for COVID-19 vaccines and other products at WTO. It would allow many countries to expand production on everything from vaccines to ventilators. That’s what real friends would do.,,Australia,Fri May 07 10:56:13 +0000 2021
1390613297204846595,positive,1.5132097005844116,3.708366870880127,-0.6159073114395142,"So, with the opening of the new Vaccine Hub at Sydney Olympic Park, I've been able to make an appointment to get my first Pfizer shot.

Excited!",,Australia,Fri May 07 10:23:41 +0000 2021
