Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,hashtags,country,created_at
1406915547669811206,negative,0.7732996344566345,0.2205451428890228,1.133539795875549,"Meanwhile in Australia...

""bIgGeSt cRoWd aT a LiVe sPoRtInG eVeNt sInCe tHe sTaRt oF tHe pAnDeMiC"" https://t.co/QKIC2kjR9q",,Australia,Mon Jun 21 10:03:00 +0000 2021
1406918130807447561,positive,0.0577553398907184,0.9518572092056274,0.2881173193454742,yes. Yes. YES. https://t.co/M8CBFliywh,,Australia,Mon Jun 21 10:13:16 +0000 2021
1406920631161999363,neutral,1.7365317344665527,0.5410721898078918,0.7518035769462585,#PSTchat #hooks- What would you do? I turned this in to a huge Inquiry unit which I did during #lockdown #2020 #kidsathome #anthropology #carvings #humpy @pstchat https://t.co/BDElhahKmZ,"PSTchat, hooks, lockdown, kidsathome, anthropology, carvings, humpy",Australia,Mon Jun 21 10:23:12 +0000 2021
1406923404180025352,neutral,2.914508104324341,1.1151275634765625,-0.0219410229474306,"Want to know what your property is worth??? 

Find out in just a few clicks

https://t.co/u2O8kDn6P0

#worth #property #forsale #sold #COVID19 #home #social #melbourne #Australia #mondaythoughts","worth, property, forsale, sold, COVID19, home, social, melbourne, Australia, mondaythoughts",Australia,Mon Jun 21 10:34:13 +0000 2021
1406923612980797442,positive,0.3341433405876159,0.8652313947677612,0.3413514792919159,OKAH THIIS IS MY DREAM JOB https://t.co/LnIzj94uNs,,Australia,Mon Jun 21 10:35:03 +0000 2021
1406924222237003783,neutral,1.5086183547973633,0.9662225842475892,0.7730811834335327,@hipstergeddon I looked for him this weekend. Heck. Every morning since lockdown. Dawn watch. One eye open. Hopeful for his return. I understand why he had to go away... but it doesn't make it any easier. Look at him gallivanting with this crew. 😡 https://t.co/Ro8ZoR8tj9,,Australia,Mon Jun 21 10:37:28 +0000 2021
1406928332042559490,positive,1.615635871887207,3.206212520599365,-0.8977882266044617,Orange zones: ruinin’ my love life since March 2020. (The boyfriend lives in Sydney) 😫 https://t.co/PVJuTk75sx,,Australia,Mon Jun 21 10:53:48 +0000 2021
1406929829631459328,neutral,2.0638227462768555,0.301186591386795,0.8516517281532288,"If you live in Melbourne you can fly to New Zealand but not Perth, Adelaide and Brisbane 🤔 #COVID19",COVID19,Australia,Mon Jun 21 10:59:45 +0000 2021
1406915048572813328,negative,0.5320455431938171,0.2388441860675811,1.5153154134750366,"Massive blow for Scotland losing Billy Gilmour due to a positive COVID test. Was fantastic against England. 

Hopefully it doesn’t lead to more cases in both camps…

#ENG #SCO #EURO2020 @FOXSportsNews","ENG, SCO, EURO2020",Australia,Mon Jun 21 10:01:01 +0000 2021
1406920045557547009,negative,0.699885368347168,-0.441202312707901,3.2290594577789307,@Telstra - your internet will be up in 10-30 minutes. Five hours later and out of hours - nothing. Customer service informs today that they’re shit now because of covid and the many lawsuits they have going on. Guess my internet doesn’t matter! Only my bill.,,Australia,Mon Jun 21 10:20:52 +0000 2021
1406928132813168646,negative,0.7807105183601379,-0.5963781476020813,2.560157060623169,@Tashmary95 I am so 🤬 over political correctness!! So much heartache &amp; so many tragedies the past 16 months due to Covid &amp; yet people are outraged about 'Indian triangles' I'm no expert but what shape are samosas 🤔,,Australia,Mon Jun 21 10:53:00 +0000 2021
